Soil Type,Soil Moisture (%),Temperature (°C),Rainfall (mm),Humidity (%),Seed Type,Depth (inches)
sandy,19.59,6.03,10.5,79.37,corn,1.54
clay,59.8,35.01,16.87,11.03,sunflower,1.52
loamy,94.2,-7.35,8.58,91.98,wheat,1.33
loamy,46.18,24.85,7.2,41.82,sunflower,2.09
loamy,35.36,20.04,9.53,43.57,rice,2.1
loamy,93.23,29.23,20.69,91.41,wheat,1.38
clay,87.23,35.14,13.09,73.84,soybean,1.35
loamy,96.13,-11.28,3.34,63.38,rice,2.28
loamy,71.9,-12.19,0.9,95.19,sunflower,2.76
loamy,62.12,25.37,16.59,73.06,carrot,1.25
sandy,21.47,-15.54,3.27,35.95,beans,4.68
clay,54.87,39.28,5.22,70.14,peanuts,4.11
loamy,39.87,19.02,7.41,54.89,rice,2.12
sandy,38.49,27.13,18.39,7.77,cotton,1.31
clay,86.26,28.28,20.14,61.53,soybean,1.13
loamy,65.66,33.69,18.29,82.26,carrot,1.33
clay,13.72,29.83,29.25,43.4,peanuts,4.69
sandy,12.09,5.91,0.68,32.8,maize,3.73
loamy,35.45,17.52,6.88,39.83,sunflower,1.78
loamy,67.27,40.0,14.93,92.95,carrot,1.01
sandy,36.18,12.33,10.56,77.08,wheat,1.4
clay,59.72,23.79,17.33,88.91,peanuts,4.56
sandy,17.96,10.4,2.32,6.06,peanuts,4.48
loamy,48.59,-0.59,14.13,83.58,sunflower,2.23
loamy,48.74,16.9,9.42,33.32,corn,2.03
loamy,54.62,30.43,23.9,66.86,carrot,1.06
loamy,32.23,24.03,8.44,45.11,barley,2.84
sandy,39.24,30.67,5.06,61.98,barley,2.04
clay,59.77,38.85,13.66,96.93,carrot,1.23
sandy,27.79,9.99,2.32,22.04,maize,4.32
clay,74.62,38.03,13.53,91.34,soybean,1.28
loamy,10.4,36.18,26.99,19.0,beans,4.49
loamy,30.13,16.89,6.16,43.81,rice,2.74
sandy,15.75,-23.13,4.7,38.53,beans,4.68
clay,83.25,39.3,20.26,85.92,carrot,1.06
clay,71.54,-10.81,15.98,60.91,beans,3.75
loamy,33.89,18.82,22.9,92.78,soybean,1.15
clay,92.89,41.79,13.34,69.39,carrot,1.24
sandy,3.3,-12.53,4.35,14.62,beans,4.01
clay,70.36,8.36,2.43,60.93,carrot,1.3
clay,25.63,32.29,3.82,42.34,cotton,1.41
clay,52.82,4.62,14.36,98.08,beans,3.43
sandy,9.66,8.15,4.02,5.84,beans,3.52
sandy,65.98,28.16,28.28,90.09,maize,4.01
clay,84.09,-10.18,5.7,35.17,corn,2.09
clay,88.86,33.81,14.96,67.74,cotton,1.19
loamy,20.88,16.93,28.93,24.26,corn,1.53
clay,75.41,39.76,15.19,89.96,cotton,1.08
clay,69.16,5.16,2.89,48.45,barley,2.19
sandy,98.15,19.11,23.16,92.98,sunflower,2.9
sandy,89.25,14.03,2.72,70.99,sunflower,2.68
clay,45.86,-12.55,27.93,77.52,wheat,1.49
sandy,28.93,-21.42,4.04,17.44,beans,3.42
sandy,38.86,33.02,17.1,86.55,wheat,1.3
sandy,24.65,-14.4,2.19,23.32,beans,4.67
clay,92.3,31.46,16.01,68.46,wheat,1.22
sandy,6.7,13.32,3.53,22.11,maize,4.54
loamy,93.58,32.02,23.23,76.61,carrot,1.22
sandy,24.73,3.53,16.15,32.44,beans,4.1
clay,33.97,22.12,8.79,51.53,corn,2.29
clay,94.92,17.78,15.11,8.45,barley,2.32
clay,86.96,40.54,9.13,64.67,wheat,1.24
sandy,10.1,8.6,1.92,29.21,maize,3.08
clay,20.5,15.95,28.45,79.39,rice,2.04
clay,5.38,6.57,18.04,50.29,beans,3.75
loamy,29.46,-1.18,18.85,28.29,sunflower,2.36
clay,63.73,24.39,24.09,36.94,carrot,1.36
sandy,60.73,9.29,2.47,59.89,peanuts,4.53
sandy,9.53,15.0,4.74,39.82,beans,3.49
sandy,17.66,-24.83,1.61,17.49,maize,4.11
loamy,46.02,15.07,23.26,90.3,maize,4.13
loamy,54.38,28.33,15.42,61.64,soybean,1.02
sandy,2.85,-3.31,1.54,25.35,beans,4.25
loamy,46.53,17.81,5.45,40.96,barley,1.87
loamy,47.24,19.73,9.53,41.46,barley,1.89
clay,80.32,29.02,21.52,91.12,soybean,1.02
loamy,43.82,36.7,2.01,59.87,carrot,1.28
clay,65.06,37.38,13.23,64.14,wheat,1.3
sandy,96.61,-12.36,10.47,37.04,carrot,1.28
clay,1.92,-12.74,0.85,57.56,cotton,1.13
clay,45.24,16.09,14.43,70.37,barley,2.51
sandy,43.76,-4.73,10.33,4.94,beans,3.6
loamy,75.19,26.65,11.54,89.99,carrot,1.49
sandy,3.59,-10.02,1.19,34.72,beans,4.38
sandy,48.26,34.75,0.47,93.04,barley,2.08
loamy,47.91,18.39,5.75,51.33,barley,2.88
clay,17.23,-14.37,7.08,23.16,peanuts,3.56
sandy,10.6,3.26,1.26,8.64,maize,3.23
clay,84.99,1.97,10.14,7.65,carrot,1.41
clay,15.07,13.6,28.38,39.83,maize,3.47
clay,59.74,34.39,24.98,92.27,soybean,1.24
loamy,28.14,33.62,2.06,18.08,cotton,1.14
loamy,76.44,5.28,2.26,74.81,maize,4.6
loamy,38.24,24.63,8.17,54.25,corn,1.95
sandy,20.0,5.08,5.79,49.38,maize,3.71
loamy,84.45,38.31,12.49,70.91,carrot,1.09
loamy,37.63,18.54,7.07,36.91,rice,2.86
clay,74.2,28.44,10.72,71.5,wheat,1.4
loamy,80.69,43.98,14.4,63.9,corn,2.29
clay,2.32,4.57,21.24,20.87,cotton,1.05
clay,7.97,2.46,26.36,63.82,peanuts,3.85
loamy,37.38,19.42,9.36,49.28,rice,1.96
clay,91.18,25.23,14.22,68.48,carrot,1.04
clay,53.2,36.61,29.33,74.18,carrot,1.33
loamy,42.55,16.66,8.53,30.22,rice,1.76
clay,75.44,36.69,25.57,46.63,corn,1.62
sandy,11.61,-1.72,7.63,19.2,sunflower,1.57
loamy,29.04,8.36,1.99,84.85,wheat,1.06
loamy,70.22,-11.09,24.89,30.03,carrot,1.39
loamy,84.27,36.17,21.63,74.02,rice,2.8
loamy,62.56,31.7,25.85,68.13,cotton,1.36
sandy,16.3,-4.97,1.91,37.96,beans,3.83
sandy,56.97,35.73,28.08,45.23,cotton,1.21
loamy,35.37,18.06,9.61,47.58,corn,2.21
sandy,13.35,19.83,12.51,67.5,cotton,1.42
clay,41.1,37.25,3.28,50.92,barley,2.42
sandy,75.61,-1.71,5.02,89.12,maize,4.73
clay,29.88,25.17,7.95,39.64,sunflower,1.77
loamy,62.02,26.89,9.28,79.78,peanuts,3.32
sandy,26.2,-16.53,0.35,13.91,beans,4.67
sandy,6.85,6.05,26.93,30.66,soybean,1.1
sandy,30.81,-10.48,22.65,56.3,beans,4.93
sandy,10.01,-9.69,13.77,27.87,barley,2.82
clay,71.37,-13.49,26.34,79.46,corn,2.06
loamy,49.26,5.35,21.8,82.2,peanuts,3.45
sandy,12.05,10.14,0.39,15.35,maize,4.97
loamy,10.98,-11.2,14.68,80.29,barley,2.12
loamy,44.36,20.9,9.71,37.82,rice,1.51
loamy,45.24,16.83,6.68,57.49,sunflower,1.96
loamy,68.15,29.45,16.91,78.11,wheat,1.45
sandy,3.14,43.4,7.16,58.95,beans,3.89
loamy,30.83,19.23,7.52,45.12,barley,2.56
loamy,59.36,27.53,29.8,90.51,cotton,1.06
loamy,48.66,20.16,9.88,42.23,corn,2.48
sandy,27.83,4.14,0.6,26.06,beans,4.39
clay,98.26,28.34,18.93,89.91,soybean,1.38
clay,90.14,18.11,11.97,89.14,carrot,1.32
loamy,39.96,23.08,7.54,44.51,corn,2.15
sandy,28.17,3.04,2.73,16.22,peanuts,3.77
clay,95.63,24.85,8.5,54.37,rice,1.86
clay,63.06,30.82,28.57,79.24,cotton,1.42
sandy,96.04,25.19,15.56,39.92,maize,4.98
loamy,96.55,41.05,11.76,85.87,cotton,1.25
clay,85.96,35.57,28.75,70.92,wheat,1.39
clay,89.53,-3.14,27.47,82.61,peanuts,3.21
loamy,65.43,33.35,16.64,84.37,carrot,1.4
sandy,66.58,-6.52,4.03,69.69,peanuts,3.29
sandy,3.97,-6.27,1.52,8.63,beans,4.92
sandy,90.42,9.2,9.8,65.43,maize,4.76
sandy,13.47,14.18,1.92,7.02,maize,4.31
sandy,18.06,12.4,18.5,78.48,beans,3.89
loamy,94.09,27.45,28.63,99.14,cotton,1.16
sandy,76.98,3.6,15.82,94.74,cotton,1.02
loamy,64.69,-4.95,12.15,73.09,rice,2.31
clay,58.55,35.8,28.13,71.21,soybean,1.31
loamy,25.19,43.38,13.74,80.33,beans,3.07
sandy,27.18,-8.44,0.64,29.65,maize,3.88
sandy,12.75,23.42,5.89,52.4,rice,2.0
clay,76.78,39.29,16.66,82.46,carrot,1.36
sandy,57.89,41.38,9.01,1.62,maize,3.13
loamy,69.93,31.48,16.32,80.58,cotton,1.31
clay,73.57,25.09,3.95,44.64,corn,1.83
sandy,58.41,39.54,16.04,78.38,sunflower,2.66
loamy,85.36,32.25,14.75,47.83,rice,2.5
clay,89.6,43.93,27.41,62.01,cotton,1.16
sandy,17.18,41.64,16.07,72.09,carrot,1.44
sandy,16.87,5.91,1.11,51.53,rice,1.97
sandy,63.79,13.48,4.06,1.03,barley,2.49
loamy,83.99,39.73,13.72,79.84,carrot,1.42
loamy,4.83,9.39,27.98,50.05,soybean,1.05
loamy,39.06,22.57,8.53,52.23,corn,2.26
loamy,48.11,28.3,24.42,92.37,cotton,1.02
sandy,25.64,-0.01,2.32,14.22,maize,4.8
loamy,30.03,43.06,0.07,81.55,carrot,1.47
loamy,41.29,26.73,0.78,45.7,maize,4.99
clay,86.01,25.49,24.2,79.27,wheat,1.47
loamy,74.9,26.82,15.16,94.14,soybean,1.19
sandy,29.32,2.04,4.43,32.49,peanuts,3.88
loamy,33.32,20.0,5.52,54.39,rice,1.56
loamy,95.19,42.16,15.14,71.35,carrot,1.25
sandy,12.67,-22.89,0.92,36.63,beans,3.98
sandy,1.65,-20.51,0.06,34.27,peanuts,4.52
clay,25.82,10.7,14.23,99.41,wheat,1.45
clay,96.8,1.36,16.42,20.28,rice,2.24
loamy,97.97,37.5,20.8,84.44,soybean,1.37
clay,81.32,35.36,23.87,62.48,soybean,1.36
sandy,16.75,14.61,0.76,10.32,maize,3.67
clay,98.62,29.72,12.02,89.14,rice,2.7
loamy,65.26,39.31,18.05,87.41,wheat,1.25
sandy,3.09,-12.86,17.96,12.76,rice,2.37
loamy,30.52,18.9,9.78,45.06,rice,2.0
clay,36.59,-0.21,27.3,79.93,maize,4.42
clay,93.05,-14.15,29.98,29.17,sunflower,2.88
loamy,22.03,12.56,24.09,27.68,corn,2.21
clay,94.09,42.68,17.33,78.04,cotton,1.32
sandy,8.24,8.68,1.16,17.45,peanuts,4.4
loamy,35.12,16.86,5.94,58.23,rice,2.37
sandy,9.03,-10.19,2.04,26.79,beans,3.75
loamy,42.97,19.15,5.26,46.85,sunflower,2.77
loamy,83.0,32.32,16.19,73.97,wheat,1.16
sandy,40.14,-12.91,4.55,64.2,peanuts,3.45
loamy,41.6,28.62,12.53,92.12,beans,4.35
loamy,38.84,24.44,5.88,32.99,rice,1.81
sandy,60.46,19.97,24.25,91.95,rice,2.91
loamy,36.91,7.52,10.04,96.01,cotton,1.43
sandy,0.57,-6.94,16.17,44.2,sunflower,2.49
sandy,80.96,-8.32,7.22,18.4,maize,3.97
clay,5.23,43.48,1.77,91.68,sunflower,2.44
sandy,24.64,0.01,15.62,82.73,corn,2.33
loamy,86.19,4.5,24.11,76.68,barley,1.9
sandy,23.41,35.57,6.92,17.35,corn,1.96
sandy,14.86,-16.09,0.42,13.94,maize,4.83
loamy,43.05,16.01,8.68,58.96,sunflower,2.83
loamy,66.84,-0.59,11.48,2.42,carrot,1.08
sandy,5.99,18.15,15.75,81.82,cotton,1.42
clay,79.26,30.75,29.85,70.63,cotton,1.47
loamy,44.96,21.21,9.71,39.8,corn,2.34
clay,50.09,32.52,27.14,98.91,cotton,1.19
clay,44.73,6.21,19.8,7.94,cotton,1.23
loamy,37.86,18.17,6.08,50.66,barley,2.15
loamy,85.62,16.12,16.22,25.03,rice,2.48
loamy,42.85,17.1,6.09,44.48,barley,2.31
loamy,89.33,31.91,12.62,79.05,soybean,1.03
loamy,31.88,18.05,9.04,43.22,barley,2.66
loamy,17.01,18.21,29.17,93.94,sunflower,2.55
loamy,40.67,17.77,8.85,41.64,sunflower,2.28
loamy,63.21,3.15,23.94,25.38,barley,2.01
sandy,9.95,-10.14,4.52,37.11,beans,4.36
sandy,30.95,-5.48,5.35,40.74,sunflower,2.06
loamy,17.3,11.23,15.7,56.45,maize,4.79
clay,65.51,31.17,13.66,86.47,wheat,1.18
clay,83.86,28.28,11.29,86.76,maize,4.37
clay,56.92,19.28,22.02,36.44,sunflower,2.69
sandy,49.77,19.15,5.58,49.07,rice,1.8
sandy,29.38,-14.52,16.72,46.44,barley,1.9
clay,82.83,-3.88,8.5,97.11,rice,2.83
loamy,7.12,16.99,17.76,87.03,sunflower,2.84
loamy,64.17,44.97,2.06,7.87,rice,1.99
sandy,38.62,8.62,23.65,83.51,soybean,1.11
clay,88.45,16.69,29.1,65.74,barley,2.11
sandy,10.73,-21.23,3.78,3.25,peanuts,4.52
loamy,12.29,34.62,20.42,61.31,beans,3.09
clay,78.55,28.95,27.69,65.73,cotton,1.25
loamy,44.37,24.55,9.33,54.57,sunflower,2.41
loamy,33.5,21.19,5.55,51.23,sunflower,1.74
sandy,21.0,-9.87,1.7,39.05,peanuts,3.54
loamy,85.4,36.57,18.57,68.26,cotton,1.18
clay,26.92,8.52,14.41,15.18,peanuts,3.12
clay,12.63,9.22,12.8,22.0,peanuts,4.03
loamy,54.45,27.03,28.22,91.3,wheat,1.05
sandy,3.64,-13.33,1.21,12.28,peanuts,3.23
loamy,84.12,28.78,22.44,73.32,wheat,1.37
loamy,57.21,21.45,19.54,37.46,barley,2.59
sandy,28.35,-11.43,1.6,8.34,beans,4.34
sandy,82.6,37.38,3.88,93.09,wheat,1.06
sandy,19.32,-9.23,1.55,10.69,peanuts,4.41
sandy,10.89,-3.51,3.06,17.01,beans,3.51
loamy,80.27,41.04,14.78,67.47,soybean,1.29
sandy,32.6,-3.79,2.73,39.71,wheat,1.05
clay,97.07,34.14,10.34,96.14,soybean,1.34
clay,52.07,36.9,11.68,34.85,rice,1.99
loamy,76.83,-12.31,18.3,37.78,carrot,1.15
sandy,62.35,21.95,18.1,92.62,cotton,1.42
loamy,65.29,5.38,17.17,70.19,maize,4.88
loamy,85.21,32.18,18.69,71.63,cotton,1.13
loamy,14.66,21.62,1.26,47.22,peanuts,4.27
clay,9.93,-9.24,26.24,18.78,soybean,1.43
clay,29.28,27.31,21.93,82.77,corn,2.16
clay,41.72,11.19,25.4,54.96,sunflower,2.68
loamy,40.82,-7.51,9.37,58.57,wheat,1.28
clay,51.13,-5.31,6.24,70.58,barley,1.83
loamy,9.27,-3.71,15.92,5.68,wheat,1.43
loamy,88.1,-7.9,23.81,81.91,carrot,1.48
loamy,30.81,22.49,7.15,57.94,barley,1.89
loamy,23.8,-10.19,5.77,79.9,soybean,1.07
loamy,34.21,15.12,6.96,48.12,corn,1.97
clay,0.12,4.65,1.0,77.45,wheat,1.24
clay,82.31,43.01,18.56,84.75,soybean,1.5
clay,77.92,35.68,15.28,95.84,cotton,1.07
loamy,36.29,25.0,7.72,48.25,barley,1.95
loamy,34.41,16.01,9.43,57.02,corn,1.81
clay,35.31,-7.42,14.75,59.2,rice,2.69
clay,66.05,30.09,24.73,95.46,cotton,1.11
sandy,85.28,41.16,25.23,35.7,maize,3.03
loamy,41.85,20.01,8.55,53.95,sunflower,2.0
loamy,46.47,21.45,5.13,48.4,rice,2.56
clay,1.75,27.89,12.36,90.91,maize,3.38
sandy,11.61,3.52,3.24,27.01,maize,3.8
sandy,5.05,-11.7,3.26,25.63,maize,3.61
clay,46.15,-12.64,29.85,71.25,cotton,1.03
loamy,44.36,24.02,6.99,43.6,barley,1.81
loamy,38.63,19.39,8.09,45.81,sunflower,1.83
sandy,25.19,24.85,11.56,62.09,cotton,1.34
sandy,17.14,11.33,0.36,6.49,beans,4.17
clay,86.74,6.05,5.73,92.49,corn,1.59
clay,92.81,38.39,2.65,44.87,sunflower,2.16
clay,98.51,16.33,27.73,35.18,rice,1.87
loamy,31.41,20.87,6.4,59.53,corn,2.8
loamy,70.09,42.09,12.21,61.98,soybean,1.03
clay,7.16,27.97,19.61,17.8,maize,4.11
sandy,0.46,-7.99,1.84,27.25,maize,4.6
loamy,96.2,26.43,23.4,62.05,soybean,1.07
loamy,34.02,24.54,9.55,42.37,sunflower,1.61
loamy,47.68,-14.2,18.46,43.06,beans,4.38
sandy,71.81,-7.04,19.28,8.32,soybean,1.18
clay,69.41,36.0,21.11,99.16,maize,4.37
loamy,6.52,40.88,23.11,97.45,carrot,1.4
loamy,46.1,17.75,8.01,46.41,rice,2.84
sandy,12.18,-15.02,3.49,16.48,peanuts,4.09
sandy,83.31,17.41,7.6,67.16,soybean,1.0
loamy,30.68,24.07,9.42,35.44,rice,2.13
sandy,55.38,31.41,2.13,36.86,barley,1.9
loamy,39.77,15.66,8.23,34.76,rice,2.69
clay,50.89,29.14,10.51,81.92,rice,2.14
sandy,1.16,-0.8,9.78,49.41,soybean,1.03
loamy,31.74,21.98,5.5,43.08,rice,1.86
loamy,47.93,21.51,9.43,45.91,sunflower,1.78
clay,76.15,31.74,27.79,68.92,wheat,1.05
loamy,46.37,25.26,18.6,42.16,maize,4.87
sandy,36.24,27.07,19.66,2.51,cotton,1.12
clay,14.8,39.61,8.51,48.4,corn,2.6
sandy,1.21,4.69,0.18,27.37,maize,3.01
clay,31.24,22.61,4.08,94.87,maize,3.84
clay,37.11,43.14,11.87,87.43,sunflower,2.39
loamy,26.69,33.85,1.29,78.53,beans,4.92
sandy,64.93,-5.77,4.5,30.83,cotton,1.42
loamy,55.93,25.8,23.17,66.14,wheat,1.03
clay,72.85,37.96,29.01,95.23,soybean,1.39
clay,98.67,27.56,18.01,87.51,soybean,1.37
loamy,10.14,31.76,15.1,99.34,sunflower,2.27
sandy,6.67,-5.44,3.63,21.51,beans,4.24
loamy,64.79,41.34,18.24,17.0,corn,2.79
clay,19.72,-1.71,10.2,77.69,carrot,1.36
clay,59.41,-2.63,25.01,43.47,barley,2.51
clay,89.68,-13.5,24.59,48.72,barley,2.35
loamy,58.19,33.31,21.46,93.56,wheat,1.02
loamy,52.44,25.81,28.26,81.36,wheat,1.5
loamy,12.26,-12.64,29.95,1.4,corn,2.64
sandy,53.89,-9.43,17.77,27.61,cotton,1.16
loamy,48.72,17.5,8.15,32.36,corn,2.0
loamy,84.94,38.11,12.13,63.71,wheat,1.31
sandy,61.79,7.64,12.36,21.29,sunflower,2.22
clay,52.58,29.1,15.85,92.01,wheat,1.12
clay,74.13,31.58,13.94,95.28,soybean,1.2
loamy,32.77,23.08,5.21,51.37,rice,1.88
sandy,2.94,-22.98,4.22,15.88,peanuts,4.75
loamy,47.98,10.57,14.64,90.05,soybean,1.02
sandy,64.14,25.97,0.82,98.09,sunflower,2.47
loamy,43.06,15.12,8.85,55.65,rice,2.45
sandy,18.51,3.41,4.01,38.57,beans,3.55
sandy,14.54,-15.45,3.54,21.5,maize,4.04
sandy,69.56,30.3,22.28,95.56,soybean,1.43
loamy,36.21,21.7,7.08,58.66,sunflower,1.9
loamy,87.54,3.08,10.88,97.19,corn,2.36
clay,96.61,26.8,15.62,99.22,carrot,1.32
clay,65.93,4.54,22.67,56.52,soybean,1.13
clay,25.26,27.02,28.18,31.87,beans,4.98
clay,83.39,-3.46,9.75,0.45,sunflower,2.71
sandy,8.55,-24.4,1.53,6.09,peanuts,4.67
loamy,87.17,31.46,28.32,63.65,carrot,1.03
clay,63.47,43.56,16.54,83.11,cotton,1.13
sandy,4.98,2.63,3.38,22.38,maize,3.48
clay,1.95,4.18,27.42,32.14,wheat,1.44
loamy,29.26,29.22,12.93,91.47,corn,1.91
loamy,98.94,20.94,1.25,86.6,wheat,1.44
loamy,53.74,37.62,24.12,63.57,carrot,1.24
sandy,30.63,12.77,29.49,84.43,maize,4.06
loamy,48.24,21.01,7.68,48.4,sunflower,2.01
clay,48.27,28.27,24.57,99.17,cotton,1.24
sandy,65.95,17.77,6.0,3.02,wheat,1.08
sandy,28.56,13.36,3.55,1.54,maize,4.41
sandy,29.63,-20.22,1.32,29.17,peanuts,4.2
sandy,28.25,-4.54,2.04,29.37,peanuts,3.39
sandy,44.85,18.84,0.49,7.58,sunflower,2.98
loamy,93.86,-13.14,17.71,94.25,sunflower,1.74
loamy,40.14,23.91,6.77,34.23,corn,1.8
clay,4.62,-1.92,10.05,23.75,soybean,1.21
loamy,27.83,-8.3,17.92,35.07,corn,2.1
loamy,49.09,21.24,9.46,49.2,corn,2.48
clay,55.33,26.22,21.7,84.63,wheat,1.19
loamy,18.87,-5.22,21.15,49.66,beans,3.55
clay,47.26,21.06,25.32,25.67,soybean,1.14
loamy,87.09,42.85,22.16,85.52,cotton,1.07
clay,95.6,-2.84,17.31,80.75,peanuts,4.06
loamy,38.71,16.79,9.48,39.25,rice,2.4
sandy,7.23,32.29,18.38,56.48,soybean,1.33
sandy,11.67,-13.65,1.75,1.41,maize,3.89
loamy,36.85,28.76,19.26,40.21,sunflower,1.85
clay,73.27,38.14,7.18,36.67,corn,2.53
sandy,23.71,-3.85,1.47,12.69,peanuts,3.52
loamy,8.28,8.31,12.16,68.73,corn,2.03
loamy,44.29,22.22,9.01,48.23,barley,1.65
loamy,58.02,32.09,29.66,75.93,soybean,1.24
clay,37.44,36.72,15.41,19.78,carrot,1.25
sandy,25.19,7.39,2.36,11.91,beans,4.46
sandy,20.42,-7.29,8.93,95.3,cotton,1.18
loamy,94.92,29.82,10.04,94.78,soybean,1.1
clay,76.86,28.36,15.38,1.56,barley,2.85
clay,94.93,41.88,25.94,95.51,cotton,1.22
loamy,67.21,-10.81,10.15,46.81,sunflower,1.83
sandy,12.36,1.39,16.74,86.92,wheat,1.15
loamy,69.07,22.8,28.89,40.13,corn,2.02
loamy,30.07,24.79,9.39,32.65,sunflower,2.96
clay,60.49,34.7,24.21,27.24,peanuts,4.78
loamy,84.13,-7.48,10.13,45.61,peanuts,3.6
loamy,86.95,29.69,16.31,93.8,wheat,1.08
sandy,21.41,-11.02,4.0,24.0,peanuts,4.98
clay,1.14,19.22,5.25,85.34,rice,2.77
loamy,44.57,24.52,5.82,58.33,barley,1.95
sandy,29.43,2.25,4.35,35.65,peanuts,3.23
loamy,36.49,19.94,7.85,58.42,barley,1.54
loamy,32.68,21.8,8.72,51.07,sunflower,1.84
loamy,35.85,18.05,9.27,36.35,sunflower,1.57
loamy,59.59,30.93,26.21,73.21,cotton,1.32
sandy,30.72,44.03,11.51,78.69,soybean,1.49
loamy,32.51,44.64,8.56,9.7,cotton,1.24
loamy,29.62,13.3,28.51,61.11,cotton,1.42
loamy,36.17,15.79,8.98,58.91,barley,2.3
loamy,59.91,39.53,13.37,76.97,wheat,1.16
clay,60.22,44.57,16.49,13.08,corn,1.79
clay,58.11,28.49,14.96,93.02,soybean,1.1
clay,89.21,31.29,12.88,65.88,wheat,1.36
sandy,20.1,42.81,24.53,25.24,rice,2.7
clay,43.25,-11.38,15.76,8.02,peanuts,4.66
clay,89.71,5.9,18.9,95.66,peanuts,3.44
sandy,44.58,33.57,5.99,42.03,maize,4.64
clay,18.7,20.32,27.85,34.19,maize,4.32
sandy,19.09,24.14,29.2,43.46,corn,1.89
loamy,89.68,44.09,15.89,98.96,rice,2.53
loamy,42.66,22.39,5.52,58.37,sunflower,2.58
clay,62.99,38.96,20.47,83.31,cotton,1.45
clay,77.21,40.95,15.37,85.53,soybean,1.38
clay,47.76,31.67,26.35,18.29,soybean,1.05
clay,59.49,15.42,21.81,18.42,soybean,1.48
loamy,42.6,24.02,9.34,37.42,corn,1.51
sandy,15.0,21.0,0.3,80.56,cotton,1.48
loamy,52.41,27.57,26.36,92.31,soybean,1.25
loamy,39.94,22.63,5.32,46.33,sunflower,2.85
clay,64.96,35.44,24.93,76.02,carrot,1.4
sandy,12.64,-6.35,4.38,36.56,beans,3.07
clay,92.26,27.27,24.94,93.86,barley,2.22
sandy,9.44,32.87,15.98,94.29,soybean,1.4
loamy,33.06,23.57,7.36,41.17,barley,2.69
loamy,34.63,19.33,6.71,54.24,barley,2.67
sandy,29.11,-20.07,0.98,1.16,maize,3.31
loamy,65.48,38.28,11.63,97.36,barley,1.7
sandy,4.41,-1.06,1.03,61.63,maize,4.82
loamy,66.48,34.74,27.85,70.72,wheat,1.48
sandy,10.22,14.03,1.12,16.81,peanuts,4.04
loamy,46.9,21.68,6.96,52.28,sunflower,1.54
clay,72.53,28.43,13.87,92.9,carrot,1.37
clay,40.95,-12.02,28.87,14.5,peanuts,4.68
sandy,29.19,11.42,1.14,16.3,beans,3.73
clay,56.63,32.55,21.06,67.09,carrot,1.2
loamy,32.64,18.04,7.55,44.4,barley,2.5
clay,89.01,39.75,13.79,65.69,beans,4.07
loamy,30.51,22.99,7.66,42.72,sunflower,2.64
loamy,13.13,17.15,18.51,88.43,carrot,1.29
clay,16.79,-1.61,12.68,99.83,carrot,1.46
sandy,8.88,8.98,4.43,1.96,peanuts,4.48
clay,85.07,42.11,24.37,78.42,cotton,1.41
sandy,72.1,-7.34,24.42,6.04,soybean,1.38
loamy,96.79,33.56,5.04,95.95,carrot,1.04
sandy,22.53,-6.21,0.69,22.82,beans,3.3
sandy,13.23,1.75,3.67,8.38,peanuts,3.78
loamy,28.68,-7.85,7.86,90.52,peanuts,3.37
clay,87.36,32.64,22.01,65.74,cotton,1.34
sandy,74.82,35.87,16.53,80.2,wheat,1.1
loamy,37.05,23.33,8.05,30.19,corn,2.79
sandy,7.1,7.89,3.67,31.69,peanuts,4.5
sandy,18.88,6.46,4.98,36.83,beans,4.39
loamy,31.93,22.4,8.54,40.02,barley,1.87
loamy,46.8,21.15,6.93,52.1,barley,2.81
sandy,7.0,-17.24,3.44,16.87,maize,3.67
clay,52.03,43.59,16.5,62.72,carrot,1.41
clay,26.74,-1.64,2.95,70.6,maize,3.54
sandy,29.15,-22.59,1.53,28.47,beans,3.63
sandy,82.51,4.72,16.6,26.51,peanuts,3.72
clay,92.88,11.11,8.37,33.33,sunflower,2.73
loamy,44.72,17.55,8.68,49.85,corn,1.91
sandy,1.37,-21.84,2.05,0.55,beans,3.86
loamy,86.72,44.04,17.31,35.38,wheat,1.13
loamy,51.0,39.07,16.58,66.03,wheat,1.34
loamy,67.79,-9.22,17.36,79.89,peanuts,3.73
loamy,85.51,45.0,13.83,73.89,wheat,1.49
sandy,20.91,13.18,4.45,24.57,beans,3.29
loamy,76.84,35.6,24.96,76.91,carrot,1.49
sandy,33.92,27.74,11.1,65.77,soybean,1.39
clay,83.27,41.18,17.82,67.57,cotton,1.06
clay,7.94,-2.79,3.75,36.89,peanuts,3.56
clay,7.21,1.3,19.66,21.75,maize,4.32
clay,98.66,43.01,24.0,77.83,cotton,1.28
sandy,23.79,14.23,0.37,29.52,maize,3.8
loamy,80.28,16.47,22.03,17.46,wheat,1.04
loamy,68.97,37.75,22.94,67.49,wheat,1.17
loamy,40.61,24.95,8.84,47.82,barley,1.56
clay,98.66,24.78,0.6,30.8,peanuts,3.27
loamy,91.67,37.49,12.12,99.22,soybean,1.06
loamy,43.31,9.68,6.79,29.99,sunflower,2.39
loamy,40.66,17.92,6.04,56.2,barley,2.92
sandy,25.26,10.45,3.08,38.12,peanuts,3.05
sandy,87.52,5.83,19.22,37.02,peanuts,4.46
loamy,78.52,26.44,18.46,73.97,cotton,1.16
